run_id,run_start_date,unit_label,group_label,y_bin_observed,p_high,y_bin_pred,misclass_flag,near_boundary_flag,strong_contradiction_flag,mdistance_z,iso_anomaly_z,input_anomaly_score_z,confidence,contextual_anomaly_score
RUN_034,2025-04-15,GR04,group_3,1,0.6535666666666667,1,0,0,0,-0.46260066224480567,-0.8322752717066154,-0.6474379669757105,0.15356666666666674,-0.2853273168211886
RUN_027,2025-03-25,GR03,group_2,1,0.7968333333333331,1,0,0,0,-0.5150378139782633,-0.9815487990959493,-0.7482933065371062,0.29683333333333306,-0.29993831993521985
RUN_042,2025-05-09,GR06,group_2,0,0.4038571428571429,0,0,1,0,-0.7065768431949833,-0.7211483605423097,-0.7138626018686465,0.09614285714285709,-0.33289558664860897
RUN_052,2025-06-08,GR04,group_2,0,0.3052,0,0,0,0,-0.690854803110742,-0.9053709915787403,-0.7981128973447411,0.19479999999999997,-0.3503564486723706
RUN_104,2025-11-11,GR02,group_3,1,0.6414,1,0,0,0,-0.5371726563081666,-1.023302556002259,-0.7802376061552128,0.14139999999999997,-0.3547688030776064
RUN_032,2025-04-09,GR02,group_3,1,0.7293999999999998,1,0,0,0,-0.4974632681792994,-1.1694422557130537,-0.8334527619461766,0.22939999999999983,-0.3593763809730883
RUN_024,2025-03-16,GR06,group_2,1,0.7967,1,0,0,0,-0.7499498649862119,-1.0142694480634074,-0.8821096565248097,0.29669999999999996,-0.36687982826240484
RUN_085,2025-09-15,GR01,group_1,0,0.22045,0,0,0,0,-0.6690559104638166,-1.1137226468180594,-0.8913892786409381,0.27954999999999997,-0.37580713932046905
RUN_079,2025-08-28,GR01,group_1,0,0.1641904761904762,0,0,0,0,-0.5565818306452539,-1.2884862085806539,-0.9225340196129539,0.3358095238095238,-0.377314628854096
RUN_084,2025-09-12,GR06,group_2,0,0.25545,0,0,0,0,-0.6351019251491793,-1.1298606113477991,-0.8824812682484893,0.24455,-0.3801031341242446
RUN_017,2025-02-23,GR05,group_3,1,0.8473166666666666,1,0,0,0,-0.6298067043459962,-1.2449702608240378,-0.937388482585017,0.3473166666666666,-0.38186507462584185
